intern_id,department,education_background,gpa,prior_internships,python_skill_score,math_stat_score,sql_score,ml_knowledge_score,cloud_infra_score,hours_per_week,learning_style,preferred_time,mentor_interaction_pref,primary_device,courses_completed_count,completed_courses,avg_quiz_score_pct,session_completion_rate,engagement_score,dropout_risk,satisfaction_rating,days_since_joining,peers_similar_dept_took,recommended_course_1,recommended_course_2,recommended_course_3
INT_1083,Product Management,Mathematics,3.17,2,4.5,8.0,3.1,1.3,6.7,7.2,Hands-on Projects,No Preference,Medium,Desktop,7,"SQL & Databases, Data Visualization, Cybersecurity Essentials, System Design, Statistics & Probability, A/B Testing & Experimentation, Business Intelligence & BI Tools",59.0,0.77,5.8,Medium,4.9,91,Python Fundamentals,Python Fundamentals,Frontend Basics (React),Git & Version Control
INT_1084,Cybersecurity,Electrical Engineering,3.63,2,10.0,3.8,4.3,3.3,4.1,10.6,Video,Evening,Medium,Laptop,7,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, System Design, Git & Version Control, APIs & Microservices",56.6,0.54,5.5,Medium,4.4,40,Docker & Kubernetes,Docker & Kubernetes,Business Intelligence & BI Tools,Statistics & Probability
INT_1085,Software Engineering,Mathematics,3.89,0,5.5,6.0,6.0,3.9,1.5,6.5,Video,Night Owl,Medium,Tablet,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), System Design, Frontend Basics (React), Data Wrangling & Pandas, APIs & Microservices, Reinforcement Learning",70.3,0.59,5.5,Medium,3.5,23,Docker & Kubernetes,Git & Version Control,Docker & Kubernetes,Data Visualization
INT_1086,Data Science,Statistics,2.41,3,8.4,7.2,8.4,7.1,4.9,11.6,Peer-learning,No Preference,High,Laptop,2,"Data Visualization, Data Wrangling & Pandas",79.2,0.62,6.7,Medium,3.4,124,Deep Learning,Deep Learning,Machine Learning Basics,NLP & Text Analytics
INT_1087,Data Science,Mathematics,2.73,1,6.8,9.5,3.9,5.4,5.5,2.7,Reading,Evening,Medium,Mixed,2,"Machine Learning Basics, Cybersecurity Essentials",60.3,0.35,3.7,High,5.0,68,Data Visualization,Data Visualization,Deep Learning,NLP & Text Analytics
INT_1088,Cloud Infrastructure,Business Analytics,3.33,0,5.0,6.2,10.0,3.2,2.9,11.3,Peer-learning,Morning,Medium,Desktop,4,"SQL & Databases, Cybersecurity Essentials, System Design, Git & Version Control",79.9,0.39,5.9,Medium,3.6,159,Python Fundamentals,APIs & Microservices,Python Fundamentals,MLOps Pipelines
INT_1089,ML Engineering,Economics,2.94,0,1.4,4.8,4.4,5.5,5.0,11.2,Hands-on Projects,Afternoon,High,Mixed,4,"Python Fundamentals, SQL & Databases, Machine Learning Basics, Docker & Kubernetes",79.9,0.9,7.6,Low,5.0,131,Deep Learning,NLP & Text Analytics,Reinforcement Learning,Deep Learning
INT_1090,Data Engineering,Bioinformatics,2.66,0,5.8,2.5,5.5,3.6,2.5,9.5,Hands-on Projects,No Preference,High,Desktop,6,"Python Fundamentals, Data Visualization, Cloud Computing (AWS), System Design, Git & Version Control, Time Series Analysis",67.3,0.86,6.8,Low,4.2,171,SQL & Databases,Business Intelligence & BI Tools,SQL & Databases,APIs & Microservices
INT_1091,ML Engineering,Business Analytics,3.76,1,7.3,7.8,3.2,3.8,4.0,7.3,Video,No Preference,Medium,Mixed,4,"Cloud Computing (AWS), Docker & Kubernetes, Statistics & Probability, Git & Version Control",82.7,0.75,6.6,Low,5.0,173,Python Fundamentals,Reinforcement Learning,Data Wrangling & Pandas,NLP & Text Analytics
INT_1092,Frontend Dev,Business Analytics,3.06,3,6.0,6.2,6.4,4.2,3.3,10.7,Video,Evening,High,Desktop,7,"Python Fundamentals, Machine Learning Basics, Data Visualization, Frontend Basics (React), Git & Version Control, APIs & Microservices, Reinforcement Learning",50.4,0.5,5.1,Medium,4.3,46,SQL & Databases,System Design,Data Wrangling & Pandas,Time Series Analysis
INT_1093,Data Science,Economics,3.37,1,4.2,4.0,4.9,5.1,5.0,6.9,Hands-on Projects,Morning,Low,Mixed,1,APIs & Microservices,74.1,0.64,5.9,Medium,4.9,138,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1094,Data Engineering,Cognitive Science,3.29,0,3.6,8.0,4.1,4.6,3.7,8.0,Hands-on Projects,No Preference,Medium,Mixed,3,"Data Visualization, Statistics & Probability, Time Series Analysis",82.9,0.82,7.0,Low,4.1,71,Python Fundamentals,MLOps Pipelines,Business Intelligence & BI Tools,SQL & Databases
INT_1095,Cybersecurity,Electrical Engineering,2.79,0,2.1,6.7,8.5,1.8,3.7,5.2,Peer-learning,No Preference,Low,Desktop,4,"SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, Time Series Analysis",56.6,0.88,5.8,Low,4.0,54,Python Fundamentals,Docker & Kubernetes,APIs & Microservices,Git & Version Control
INT_1096,Backend Dev,Economics,3.64,1,9.6,8.2,3.8,7.2,3.6,9.5,Reading,Evening,Medium,Mixed,1,SQL & Databases,62.0,0.51,5.4,Medium,5.0,21,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),Data Wrangling & Pandas
INT_1097,Backend Dev,Business Analytics,3.01,0,5.9,6.6,6.6,3.5,1.1,8.6,Peer-learning,Morning,Medium,Tablet,4,"Cloud Computing (AWS), System Design, Data Wrangling & Pandas, Business Intelligence & BI Tools",71.7,0.72,6.3,Medium,4.2,141,Python Fundamentals,Python Fundamentals,Git & Version Control,APIs & Microservices
INT_1098,ML Engineering,Physics,3.54,2,5.6,5.5,8.9,4.6,1.8,8.8,Hands-on Projects,Night Owl,High,Desktop,8,"SQL & Databases, Machine Learning Basics, Deep Learning, Cloud Computing (AWS), System Design, Frontend Basics (React), MLOps Pipelines, Data Wrangling & Pandas",84.0,0.89,7.4,Low,5.0,36,Python Fundamentals,A/B Testing & Experimentation,Python Fundamentals,Statistics & Probability
INT_1099,Cybersecurity,Physics,3.32,0,4.8,3.0,7.7,3.7,6.1,8.4,Video,Evening,Low,Desktop,7,"Python Fundamentals, Machine Learning Basics, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, Git & Version Control, APIs & Microservices",62.4,0.87,6.5,Low,4.7,155,SQL & Databases,System Design,SQL & Databases,Data Wrangling & Pandas
INT_1100,Product Management,Mathematics,2.84,0,6.5,6.6,5.4,6.3,2.7,4.1,Hands-on Projects,Morning,High,Desktop,3,"SQL & Databases, Cybersecurity Essentials, Business Intelligence & BI Tools",53.8,0.72,5.0,Medium,4.4,123,Data Visualization,Statistics & Probability,Data Visualization,A/B Testing & Experimentation
INT_1101,ML Engineering,Cognitive Science,3.56,1,4.0,6.4,5.5,6.2,2.4,6.8,Video,Night Owl,Medium,Tablet,4,"Python Fundamentals, Cloud Computing (AWS), A/B Testing & Experimentation, Reinforcement Learning",41.6,0.85,5.5,Medium,3.9,21,SQL & Databases,SQL & Databases,Machine Learning Basics,MLOps Pipelines
INT_1102,Software Engineering,Mathematics,3.62,1,5.3,7.6,6.1,10.0,2.4,3.1,Mixed,Evening,Low,Mixed,4,"SQL & Databases, Statistics & Probability, Data Wrangling & Pandas, APIs & Microservices",80.0,0.4,4.7,High,4.6,89,Python Fundamentals,Python Fundamentals,Frontend Basics (React),System Design
INT_1103,Backend Dev,Statistics,3.16,1,10.0,5.8,6.8,4.2,1.6,6.9,Hands-on Projects,Evening,High,Laptop,3,"Docker & Kubernetes, System Design, Data Wrangling & Pandas",56.6,0.63,5.2,Medium,4.4,175,Python Fundamentals,SQL & Databases,Cloud Computing (AWS),APIs & Microservices
INT_1104,ML Engineering,Cognitive Science,3.11,2,6.3,6.0,3.4,0.1,3.7,7.4,Video,Night Owl,Medium,Desktop,2,"System Design, NLP & Text Analytics",31.7,0.93,5.5,Low,5.0,126,Python Fundamentals,Statistics & Probability,A/B Testing & Experimentation,Data Wrangling & Pandas
INT_1105,Software Engineering,Computer Science,2.55,2,7.1,5.4,3.1,5.2,6.3,8.3,Reading,Morning,Medium,Desktop,6,"Python Fundamentals, Machine Learning Basics, System Design, Frontend Basics (React), A/B Testing & Experimentation, APIs & Microservices",63.5,0.62,5.6,Medium,3.5,121,SQL & Databases,Cloud Computing (AWS),Docker & Kubernetes,Git & Version Control
INT_1106,DevOps,Business Analytics,3.71,1,6.8,6.7,2.1,6.1,1.0,10.1,Reading,No Preference,Low,Mixed,3,"SQL & Databases, Docker & Kubernetes, MLOps Pipelines",75.5,0.66,6.5,Medium,2.5,160,Python Fundamentals,Python Fundamentals,System Design,Git & Version Control
INT_1107,DevOps,Electrical Engineering,3.75,2,3.9,8.3,9.9,3.5,5.3,5.6,Video,Evening,Low,Desktop,2,"Frontend Basics (React), APIs & Microservices",68.8,0.94,6.5,Low,5.0,41,Python Fundamentals,Docker & Kubernetes,Cybersecurity Essentials,Cloud Computing (AWS)
INT_1108,ML Engineering,Bioinformatics,3.67,1,6.5,3.9,5.3,8.2,4.7,2.0,Hands-on Projects,No Preference,Low,Desktop,8,"Deep Learning, Cloud Computing (AWS), Cybersecurity Essentials, System Design, MLOps Pipelines, A/B Testing & Experimentation, Data Wrangling & Pandas, Git & Version Control",65.3,0.75,5.2,Medium,4.5,169,Python Fundamentals,SQL & Databases,Docker & Kubernetes,Python Fundamentals
INT_1109,Frontend Dev,Economics,3.86,0,6.6,9.0,5.9,3.8,2.8,17.3,Reading,Evening,Medium,Laptop,1,MLOps Pipelines,65.8,0.9,8.0,Low,4.7,139,Python Fundamentals,Git & Version Control,Python Fundamentals,Data Visualization
INT_1110,Cloud Infrastructure,Information Systems,3.76,0,3.6,6.4,5.0,7.0,4.1,5.2,Video,Morning,Medium,Tablet,5,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, APIs & Microservices",73.9,0.75,6.0,Medium,3.3,135,Python Fundamentals,MLOps Pipelines,System Design,Python Fundamentals
INT_1111,Data Engineering,Information Systems,3.26,0,5.4,7.4,4.0,6.9,4.3,9.3,Hands-on Projects,Night Owl,Low,Desktop,5,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Git & Version Control, APIs & Microservices",92.3,0.77,7.3,Low,5.0,98,Python Fundamentals,System Design,Data Wrangling & Pandas,Data Visualization
INT_1112,Frontend Dev,Economics,2.57,0,2.7,4.3,4.9,5.2,5.5,7.5,Hands-on Projects,Afternoon,High,Laptop,2,"Deep Learning, Cloud Computing (AWS)",83.4,0.67,6.4,Medium,5.0,41,Python Fundamentals,Data Visualization,APIs & Microservices,Git & Version Control
INT_1113,Frontend Dev,Physics,2.46,0,6.5,7.5,8.6,7.9,2.3,6.0,Peer-learning,No Preference,Low,Laptop,2,"Frontend Basics (React), Reinforcement Learning",67.5,0.82,6.1,Low,5.0,115,Python Fundamentals,Data Visualization,Git & Version Control,Python Fundamentals
INT_1114,Product Management,Statistics,3.21,1,6.0,10.0,7.0,10.0,1.1,10.0,Video,No Preference,Low,Mixed,6,"SQL & Databases, Machine Learning Basics, Data Visualization, Frontend Basics (React), Git & Version Control, Business Intelligence & BI Tools",89.2,0.74,7.2,Low,5.0,51,Statistics & Probability,Statistics & Probability,A/B Testing & Experimentation,Python Fundamentals
INT_1115,Data Science,Electrical Engineering,3.82,2,7.4,7.6,5.0,6.7,6.5,6.4,Hands-on Projects,No Preference,Low,Desktop,4,"SQL & Databases, Data Wrangling & Pandas, Time Series Analysis, Reinforcement Learning",84.9,0.8,6.7,Low,3.1,48,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1116,Software Engineering,Business Analytics,2.65,2,3.8,6.4,2.9,3.9,0.1,7.4,Peer-learning,Morning,Medium,Tablet,6,"SQL & Databases, Cloud Computing (AWS), System Design, Statistics & Probability, Data Wrangling & Pandas, Git & Version Control",71.0,0.94,6.9,Low,4.6,149,Python Fundamentals,Frontend Basics (React),Python Fundamentals,APIs & Microservices
INT_1117,ML Engineering,Physics,2.71,0,4.8,4.4,3.7,6.9,4.1,8.8,Peer-learning,No Preference,High,Desktop,3,"SQL & Databases, NLP & Text Analytics, MLOps Pipelines",66.1,0.89,6.7,Low,5.0,27,Python Fundamentals,Data Wrangling & Pandas,Python Fundamentals,System Design
INT_1118,Data Science,Information Systems,3.37,1,2.1,5.6,2.3,1.5,1.4,8.7,Mixed,Afternoon,Medium,Mixed,0,,79.4,0.69,6.5,Medium,3.7,109,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1119,DevOps,Electrical Engineering,3.49,0,5.5,7.8,5.3,1.6,8.6,7.5,Peer-learning,Evening,Medium,Laptop,2,"Cybersecurity Essentials, APIs & Microservices",80.0,0.7,6.4,Medium,4.4,125,Python Fundamentals,Git & Version Control,System Design,Python Fundamentals
INT_1120,Backend Dev,Statistics,3.66,2,6.9,6.9,6.5,5.2,4.5,6.8,Mixed,Night Owl,High,Desktop,3,"SQL & Databases, Cloud Computing (AWS), Data Wrangling & Pandas",56.4,0.77,5.7,Medium,4.7,55,Python Fundamentals,Docker & Kubernetes,Git & Version Control,APIs & Microservices
INT_1121,DevOps,Mathematics,2.9,3,9.3,6.0,2.6,6.9,2.9,7.8,Peer-learning,Night Owl,High,Mixed,3,"Cloud Computing (AWS), MLOps Pipelines, APIs & Microservices",71.1,0.75,6.3,Medium,3.2,67,Python Fundamentals,Cybersecurity Essentials,Docker & Kubernetes,SQL & Databases
INT_1122,Cybersecurity,Computer Science,3.13,0,5.8,6.7,7.0,8.8,1.9,11.8,Peer-learning,Evening,High,Tablet,5,"Python Fundamentals, Cybersecurity Essentials, System Design, A/B Testing & Experimentation, Git & Version Control",91.0,0.92,8.2,Low,4.7,26,SQL & Databases,APIs & Microservices,SQL & Databases,Docker & Kubernetes
INT_1123,ML Engineering,Electrical Engineering,3.61,0,4.1,2.9,2.2,3.5,0.0,2.0,Peer-learning,Morning,Low,Mixed,3,"Deep Learning, Data Visualization, System Design",96.3,0.73,6.2,Medium,4.4,105,Python Fundamentals,Git & Version Control,Data Wrangling & Pandas,Python Fundamentals
INT_1124,Cybersecurity,Information Systems,3.4,0,5.0,6.4,7.1,2.1,0.0,11.0,Peer-learning,Evening,Low,Tablet,7,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, Cybersecurity Essentials, Frontend Basics (React), Statistics & Probability, APIs & Microservices",71.4,0.55,6.1,Medium,4.3,132,Cloud Computing (AWS),System Design,Git & Version Control,Cloud Computing (AWS)
INT_1125,Frontend Dev,Economics,3.04,0,5.6,7.1,4.9,3.5,2.1,6.2,Mixed,Afternoon,High,Tablet,7,"Python Fundamentals, Machine Learning Basics, Cloud Computing (AWS), Cybersecurity Essentials, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",72.6,0.89,6.6,Low,4.0,39,Data Visualization,Frontend Basics (React),Data Visualization,System Design
INT_1126,DevOps,Business Analytics,3.3,2,3.7,10.0,1.1,4.5,7.7,7.4,Peer-learning,Evening,Low,Desktop,2,"SQL & Databases, Cybersecurity Essentials",41.5,0.38,3.9,High,4.3,169,Python Fundamentals,MLOps Pipelines,Git & Version Control,APIs & Microservices
INT_1127,Software Engineering,Information Systems,3.52,2,6.3,4.5,5.5,3.9,8.3,7.7,Mixed,Night Owl,Medium,Laptop,1,Reinforcement Learning,60.9,0.54,5.2,Medium,3.7,17,Python Fundamentals,SQL & Databases,Data Wrangling & Pandas,Frontend Basics (React)
INT_1128,Backend Dev,Statistics,3.25,0,7.8,7.5,7.9,2.6,4.6,7.7,Hands-on Projects,Night Owl,High,Laptop,6,"Deep Learning, Cloud Computing (AWS), System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices",82.7,0.86,7.1,Low,3.9,68,Python Fundamentals,Docker & Kubernetes,Python Fundamentals,Data Wrangling & Pandas
INT_1129,DevOps,Bioinformatics,4.0,1,6.5,5.1,5.4,2.9,3.4,7.3,Peer-learning,Afternoon,Low,Desktop,3,"Python Fundamentals, Docker & Kubernetes, Cybersecurity Essentials",58.9,0.8,6.0,Medium,5.0,30,SQL & Databases,SQL & Databases,Git & Version Control,System Design
INT_1130,Frontend Dev,Mathematics,3.59,1,5.2,7.6,0.3,7.0,1.0,8.0,Peer-learning,Morning,High,Laptop,3,"Cybersecurity Essentials, System Design, Frontend Basics (React)",65.3,0.6,5.6,Medium,3.5,60,Python Fundamentals,APIs & Microservices,Python Fundamentals,Git & Version Control
INT_1131,DevOps,Information Systems,2.96,0,7.6,8.8,3.6,0.5,3.9,4.9,Video,Afternoon,Low,Mixed,0,,77.5,0.68,5.8,Medium,3.9,124,Python Fundamentals,Cybersecurity Essentials,Docker & Kubernetes,Cloud Computing (AWS)
INT_1132,ML Engineering,Information Systems,3.78,0,6.5,6.8,7.6,1.3,4.9,2.7,Reading,Morning,Low,Laptop,7,"Python Fundamentals, Deep Learning, Cloud Computing (AWS), Docker & Kubernetes, MLOps Pipelines, A/B Testing & Experimentation, Reinforcement Learning",32.2,0.66,3.8,Medium,4.5,100,SQL & Databases,Data Wrangling & Pandas,Git & Version Control,System Design
INT_1133,Data Engineering,Computer Science,3.05,2,7.4,7.7,5.3,3.3,5.0,6.9,Video,Night Owl,Medium,Desktop,6,"Python Fundamentals, Data Visualization, MLOps Pipelines, Git & Version Control, APIs & Microservices, Business Intelligence & BI Tools",63.1,0.67,5.6,Medium,3.3,30,SQL & Databases,SQL & Databases,Cloud Computing (AWS),Docker & Kubernetes
INT_1134,Cloud Infrastructure,Physics,2.92,2,2.0,7.6,7.0,6.0,3.6,2.0,Video,No Preference,Low,Tablet,5,"Cloud Computing (AWS), MLOps Pipelines, A/B Testing & Experimentation, Data Wrangling & Pandas, APIs & Microservices",80.4,0.67,5.5,Medium,3.7,19,Python Fundamentals,SQL & Databases,Cybersecurity Essentials,Docker & Kubernetes
INT_1135,Software Engineering,Electrical Engineering,3.02,2,3.1,4.1,5.8,4.8,2.6,13.6,Mixed,Morning,High,Mixed,0,,79.1,0.41,6.2,Medium,4.0,96,Python Fundamentals,SQL & Databases,Frontend Basics (React),System Design
INT_1136,ML Engineering,Information Systems,4.0,1,4.6,6.6,5.9,7.1,3.6,8.9,Reading,No Preference,High,Tablet,7,"Machine Learning Basics, Deep Learning, Data Visualization, Docker & Kubernetes, Statistics & Probability, Data Wrangling & Pandas, Git & Version Control",58.8,0.97,6.8,Low,4.6,85,Python Fundamentals,SQL & Databases,System Design,Python Fundamentals
INT_1137,Cloud Infrastructure,Mathematics,3.15,3,8.6,7.4,1.7,8.0,4.0,8.4,Hands-on Projects,Morning,Low,Mixed,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, System Design, MLOps Pipelines, APIs & Microservices",46.7,0.44,4.4,High,4.9,46,Git & Version Control,Git & Version Control,Statistics & Probability,Time Series Analysis
INT_1138,Backend Dev,Bioinformatics,3.1,0,8.6,8.3,2.1,5.3,6.7,7.1,Mixed,Night Owl,Medium,Tablet,0,,67.3,0.63,5.6,Medium,4.3,169,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),Git & Version Control
INT_1139,Product Management,Cognitive Science,2.86,3,3.4,9.0,3.4,2.4,7.1,3.0,Reading,Morning,High,Tablet,5,"SQL & Databases, System Design, Statistics & Probability, A/B Testing & Experimentation, Business Intelligence & BI Tools",81.3,0.77,6.0,Medium,3.2,160,Data Visualization,Data Visualization,Docker & Kubernetes,Cloud Computing (AWS)
INT_1140,Cybersecurity,Information Systems,3.67,1,8.8,8.5,7.5,6.5,0.2,10.0,Hands-on Projects,Morning,Low,Tablet,5,"Python Fundamentals, Docker & Kubernetes, System Design, MLOps Pipelines, APIs & Microservices",72.8,0.45,5.6,Medium,4.8,173,SQL & Databases,SQL & Databases,Git & Version Control,Cybersecurity Essentials
INT_1141,Product Management,Electrical Engineering,2.66,0,8.7,4.3,4.5,4.8,3.9,6.7,Reading,Afternoon,High,Mixed,1,A/B Testing & Experimentation,90.0,0.89,7.3,Low,5.0,52,SQL & Databases,Business Intelligence & BI Tools,SQL & Databases,Statistics & Probability
INT_1142,Software Engineering,Electrical Engineering,2.97,3,6.1,5.5,3.0,2.3,1.6,7.8,Mixed,Evening,Low,Desktop,6,"SQL & Databases, System Design, Frontend Basics (React), MLOps Pipelines, Git & Version Control, APIs & Microservices",82.0,0.41,5.5,Medium,4.3,86,Python Fundamentals,Data Wrangling & Pandas,Python Fundamentals,Docker & Kubernetes
INT_1143,Software Engineering,Economics,3.7,1,9.3,7.2,3.5,6.1,2.7,7.3,Video,Morning,High,Mixed,1,Git & Version Control,73.4,0.76,6.3,Medium,3.8,163,Python Fundamentals,SQL & Databases,Cloud Computing (AWS),Docker & Kubernetes
INT_1144,Cloud Infrastructure,Business Analytics,2.33,0,6.5,8.7,5.7,0.7,1.8,10.9,Video,No Preference,Medium,Mixed,4,"System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices",65.8,0.5,5.7,Medium,5.0,142,Python Fundamentals,SQL & Databases,Python Fundamentals,Cybersecurity Essentials
INT_1145,ML Engineering,Information Systems,2.76,0,5.0,3.8,2.9,10.0,6.1,4.0,Video,No Preference,High,Desktop,0,,66.2,0.7,5.4,Medium,4.4,119,Python Fundamentals,Git & Version Control,Python Fundamentals,Cloud Computing (AWS)
INT_1146,Frontend Dev,Electrical Engineering,2.44,1,3.5,4.5,6.3,3.3,4.1,8.9,Video,No Preference,High,Tablet,8,"Python Fundamentals, Machine Learning Basics, Deep Learning, Data Visualization, Docker & Kubernetes, Statistics & Probability, Git & Version Control, APIs & Microservices",53.2,0.98,6.6,Low,3.7,128,Frontend Basics (React),Frontend Basics (React),Business Intelligence & BI Tools,SQL & Databases
INT_1147,Backend Dev,Information Systems,3.24,3,2.7,6.2,1.3,0.5,4.8,6.2,Peer-learning,No Preference,Medium,Laptop,0,,38.7,0.78,5.0,Medium,5.0,32,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),APIs & Microservices
INT_1148,Frontend Dev,Physics,2.52,1,3.6,9.4,3.1,5.6,4.6,6.9,Video,Night Owl,Low,Desktop,6,"SQL & Databases, Data Visualization, System Design, Frontend Basics (React), Git & Version Control, APIs & Microservices",95.0,0.75,7.0,Low,4.1,30,Python Fundamentals,Python Fundamentals,Reinforcement Learning,MLOps Pipelines
INT_1149,Backend Dev,Physics,3.59,2,5.4,6.8,6.8,6.3,3.0,5.2,Video,No Preference,High,Laptop,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, System Design, Git & Version Control, APIs & Microservices",82.9,0.68,6.1,Medium,4.1,159,Data Wrangling & Pandas,Data Wrangling & Pandas,Frontend Basics (React),Data Visualization
